BLA00,20230515,COA,197
BLA00,20230515,COA,223
BLA00,20230515,COA,227
BLA00,20230515,COA,237
BLA00,20230515,COA,245
BLA00,20230515,COA,248
BLA00,20230515,COA,249
BLA00,20230515,COA,295
BLA00,20230515,COA,318
BLA00,20230515,COA,340
BLA00,20230515,COA,366
BLA00,20230515,AHiAL,442
BLA00,20230515,AHiAL,540
BLA00,20230515,COA,575
BLA00,20230515,COA,591
BLA00,20230515,AHiAL,626
BLA00,20230515,AHiAL,658
BLA00,20230515,AHiAL,729
BLA00,20230515,AHiAL,766
BLA00,20230515,COA,841
BLA00,20230515,COA,851
BLA00,20230515,COA,864
BLA00,20230515,COA,889
BLA00,20230515,COA,926
BLA00,20230515,COA,1002
BLA00,20230515,COA,1031
BLA00,20230515,COA,1099
BLA00,20230515,COA,1104
BLA00,20230515,COA,1125
BLA00,20230515,COA,1126
BLA00,20230515,COA,1139
BLA00,20230515,AHiAL,1173
BLA00,20230515,AHiAL,1193
BLA00,20230515,AHiAL,1229
BLA00,20230515,AHiAL,1314
BLA00,20230515,AHiAL,1385
BLA00,20230515,AHiAL,1420
BLA00,20230515,COA,1535
BLA00,20230515,COA,1536
BLA00,20230515,COA,1537
BLA00,20230515,COA,1539
BLA00,20230515,AHiAL,1541
BLA00,20230515,COA,1543
BLA00,20230515,AHiAL,1545
BLA00,20230515,COA,1548
BLA00,20230515,COA,1549
BLA00,20230515,COA,1550
BLA00,20230515,COA,1551
BLA00,20230515,COA,1552
BLA00,20230515,COA,1553
BLA00,20230515,COA,1554
BLA00,20230515,COA,1555
BLA00,20230515,AHiAL,1556
BLA00,20230515,COA,1561
BLA00,20230515,COA,1564
BLA00,20230515,AHiAL,1565
BLA00,20230515,AHiAL,1566
BLA00,20230515,AHiAL,1567
BLA00,20230515,AHiAL,1568
BLA00,20230515,AHiAL,1569
BLA00,20230515,COA,1571
BLA00,20230515,COA,1572
BLA00,20230515,COA,1573
BLA00,20230515,COA,1574
BLA00,20230515,COA,1576
BLA00,20230515,AHiAL,1578
BLA00,20230515,COA,1579
BLA00,20230515,COA,1580
BLA00,20230515,AHiAL,1581
BLA00,20230515,COA,1582
BLA00,20230515,AHiAL,1584
BLA00,20230515,COA,1585
BLA00,20230515,AHiAL,1588
BLA00,20230515,AHiAL,1589
BLA03,20231011,MEA,89
BLA03,20231011,MEA,117
BLA03,20231011,MEA,225
BLA03,20231011,MEA,259
BLA03,20231011,MEA,385
BLA03,20231011,MEA,455
BLA03,20231011,MEA,548
BLA03,20231011,MEA,550
BLA03,20231011,MEA,657
BLA03,20231011,MEA,702
BLA03,20231011,BNST,820
BLA03,20231011,BNST,833
BLA03,20231011,BNST,846
BLA03,20231011,MEA,867
BLA03,20231011,MEA,901
BLA03,20231011,MEA,919
BLA03,20231011,MEA,953
BLA03,20231011,MEA,1004
BLA03,20231011,MEA,1018
BLA03,20231011,MEA,1039
BLA03,20231011,MEA,1058
BLA03,20231011,BNST,1293
BLA03,20231011,BNST,1310
BLA03,20231011,MEA,1536
BLA03,20231011,MEA,1537
BLA03,20231011,MEA,1538
BLA03,20231011,MEA,1540
BLA03,20231011,MEA,1544
BLA03,20231011,MEA,1545
BLA03,20231011,MEA,1549
BLA03,20231011,MEA,1555
BLA03,20231011,BNST,1558
BLA03,20231011,BNST,1559
BLA03,20231011,MEA,1562
BLA03,20231011,MEA,1565
BLA03,20231011,MEA,1568
BLA03,20231011,MEA,1569
BLA03,20231011,MEA,1570
