BLA00,20230515,COA,19
BLA00,20230515,COA,28
BLA00,20230515,COA,30
BLA00,20230515,AHiAL,51
BLA00,20230515,COA,60
BLA00,20230515,AHiAL,75
BLA00,20230515,COA,80
BLA00,20230515,COA,81
BLA00,20230515,COA,83
BLA00,20230515,COA,86
BLA00,20230515,COA,92
BLA00,20230515,COA,113
BLA00,20230515,COA,117
BLA00,20230515,AHiAL,121
BLA00,20230515,AHiAL,131
BLA00,20230515,AHiAL,138
BLA00,20230515,AHiAL,145
BLA00,20230515,AHiAL,146
BLA00,20230515,AHiAL,147
BLA00,20230515,COA,158
BLA00,20230515,COA,160
BLA00,20230515,COA,163
BLA00,20230515,AHiAL,165
BLA00,20230515,COA,168
BLA00,20230515,COA,169
BLA00,20230515,COA,175
BLA00,20230515,COA,176
BLA00,20230515,COA,177
BLA00,20230515,AHiAL,178
BLA00,20230515,AHiAL,180
BLA00,20230515,COA,182
BLA00,20230515,COA,184
BLA00,20230515,COA,185
BLA00,20230515,COA,189
BLA00,20230515,COA,190
BLA00,20230515,COA,193
BLA00,20230515,AHiAL,197
BLA00,20230515,AHiAL,200
BLA00,20230515,AHiAL,202
BLA00,20230515,AHiAL,203
BLA00,20230515,COA,208
BLA00,20230515,COA,210
BLA00,20230515,COA,212
BLA00,20230515,COA,214
BLA00,20230515,COA,215
BLA00,20230515,COA,216
BLA00,20230515,COA,217
BLA00,20230515,COA,218
BLA00,20230515,AHiAL,219
BLA00,20230515,COA,220
BLA03,20231011,MEA,8
BLA03,20231011,MEA,10
BLA03,20231011,MEA,13
BLA03,20231011,MEA,31
BLA03,20231011,MEA,35
BLA03,20231011,BNST,38
BLA03,20231011,BNST,39
BLA03,20231011,BNST,40
BLA03,20231011,BNST,42
BLA03,20231011,BNST,45
BLA03,20231011,MEA,47
BLA03,20231011,MEA,49
BLA03,20231011,MEA,67
BLA03,20231011,MEA,70
BLA03,20231011,BNST,75
BLA03,20231011,BNST,76
BLA03,20231011,MEA,89
BLA03,20231011,MEA,90
BLA03,20231011,MEA,92
BLA03,20231011,MEA,93
BLA03,20231011,BNST,94
BLA03,20231011,BNST,95
BLA03,20231011,BNST,96
BLA03,20231011,BNST,97
BLA03,20231011,BNST,101
BLA03,20231011,BNST,102
BLA03,20231011,MEA,106
BLA03,20231011,MEA,107
BLA03,20231011,BNST,108
BLA03,20231011,BNST,112
BLA03,20231011,BNST,119
BLA03,20231011,BNST,133
BLA03,20231011,BNST,135
BLA03,20231011,BNST,143
BLA03,20231011,BNST,147
BLA03,20231011,MEA,149
BLA04,20231024,PIR,11
BLA04,20231024,BLA,16
BLA04,20231024,BLA,18
BLA04,20231024,BLA,20
BLA04,20231024,COA,31
BLA04,20231024,COA,32
BLA04,20231024,COA,38
BLA04,20231024,COA,41
BLA04,20231024,COA,43
BLA04,20231024,BLA,45
BLA04,20231024,BLA,47
BLA04,20231024,BLA,48
BLA04,20231024,BLA,52
BLA04,20231024,BLA,56
BLA04,20231024,BLA,61
BLA04,20231024,BLA,65
BLA04,20231024,COA,69
BLA04,20231024,COA,72
BLA04,20231024,COA,75
BLA04,20231024,COA,77
BLA04,20231024,COA,78
BLA04,20231024,BLA,82
BLA04,20231024,COA,106
BLA04,20231024,COA,107
BLA04,20231024,COA,110
BLA04,20231024,COA,118
BLA04,20231024,COA,119
BLA04,20231024,COA,124
BLA04,20231024,COA,126
BLA04,20231024,COA,135
BLA04,20231024,COA,138
BLA04,20231024,COA,141
BLA04,20231024,COA,143
BLA04,20231024,COA,144
BLA04,20231024,COA,148
BLA04,20231024,COA,150
BLA04,20231024,COA,157
BLA04,20231024,COA,159
BLA04,20231024,COA,160
BLA04,20231024,COA,162
BLA04,20231024,COA,164
BLA04,20231024,COA,165
BLA04,20231024,COA,169
BLA04,20231024,COA,172
BLA04,20231024,COA,173
BLA04,20231024,COA,175
BLA04,20231024,COA,181
BLA04,20231024,COA,185
BLA04,20231024,COA,186
BLA04,20231024,COA,187
BLA04,20231024,COA,190
BLA04,20231024,COA,194
BLA04,20231024,COA,198
BLA04,20231024,COA,205
BLA04,20231024,COA,206
BLA04,20231024,COA,207
BLA04,20231024,BLA,212
BLA04,20231024,BLA,214
BLA04,20231024,COA,216
BLA04,20231024,COA,218
BLA04,20231024,BLA,221
BLA04,20231024,BLA,224
BLA04,20231024,COA,225
BLA04,20231024,COA,226
BLA04,20231024,COA,228
BLA04,20231024,COA,245
BLA04,20231024,COA,247
BLA04,20231024,COA,250
BLA04,20231024,PIR,253
BLA04,20231024,COA,260
BLA04,20231024,PIR,264
BLA04,20231024,COA,265
BLA04,20231024,COA,267
BLA04,20231024,BLA,269
BLA04,20231024,PIR,271
BLA04,20231024,BLA,277
BLA04,20231024,BLA,279
BLA04,20231024,COA,281
BLA04,20231024,COA,286
BLA04,20231024,COA,289
BLA04,20231024,BLA,291
BLA04,20231024,COA,303
BLA04,20231024,COA,305
BLA04,20231024,COA,310
BLA04,20231024,COA,317
BLA04,20231024,COA,319
BLA04,20231024,COA,322
